contrast,cue_a,cue_b,model,arm,lang,b,c,n_both,delta,ci_lo,ci_hi,p_mcnemar,subset
C4,eval_metadata,deploy,gemma3-27b-it,harmful,hi,1,14,129,0.10077519379844961,0.046511627906976744,0.15503875968992248,0.0009765625,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,harmful,bn,0,12,129,0.09302325581395349,0.046511627906976744,0.14728682170542637,0.00048828125,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,harmful,ta,4,17,129,0.10077519379844961,0.03875968992248062,0.17054263565891473,0.007197380065917969,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,harmful,te,4,7,129,0.023255813953488372,-0.023255813953488372,0.06976744186046512,0.548828125,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,harmful,kn,0,8,129,0.06201550387596899,0.023255813953488372,0.10852713178294573,0.0078125,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,benign,en,0,1,163,0.006134969325153374,0.0,0.018404907975460124,1.0,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,benign,hi,0,10,163,0.06134969325153374,0.024539877300613498,0.09815950920245399,0.001953125,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,benign,bn,0,9,163,0.05521472392638037,0.024539877300613498,0.09202453987730061,0.00390625,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,benign,ta,1,5,163,0.024539877300613498,0.0,0.05521472392638037,0.21875,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,benign,te,4,18,163,0.08588957055214724,0.03680981595092025,0.1411042944785276,0.004343509674072266,S2_no_langmismatch
C4,eval_metadata,deploy,gemma3-27b-it,benign,kn,2,28,163,0.15950920245398773,0.09815950920245399,0.22085889570552147,8.67992639541626e-07,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,harmful,en,1,11,129,0.07751937984496124,0.031007751937984496,0.13178294573643412,0.00634765625,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,harmful,hi,3,17,129,0.10852713178294573,0.046511627906976744,0.17829457364341086,0.0025768280029296875,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,harmful,bn,1,28,129,0.20930232558139536,0.13953488372093023,0.2868217054263566,1.1175870895385742e-07,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,harmful,ta,3,33,129,0.23255813953488372,0.15503875968992248,0.3178294573643411,2.2721360437572002e-07,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,harmful,te,2,30,129,0.21705426356589147,0.13953488372093023,0.29457364341085274,2.4633482098579407e-07,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,harmful,kn,5,35,129,0.23255813953488372,0.14728682170542637,0.3178294573643411,1.382612026645802e-06,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,benign,en,1,1,163,0.0,-0.018404907975460124,0.018404907975460124,1.0,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,benign,hi,2,8,163,0.03680981595092025,0.0,0.0736196319018405,0.109375,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,benign,bn,3,7,163,0.024539877300613498,-0.012269938650306749,0.06134969325153374,0.34375,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,benign,ta,2,11,163,0.05521472392638037,0.012269938650306749,0.09815950920245399,0.0224609375,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,benign,te,2,6,163,0.024539877300613498,-0.006134969325153374,0.06134969325153374,0.2890625,S2_no_langmismatch
C4,eval_metadata,deploy,qwen3-32b,benign,kn,5,11,163,0.03680981595092025,-0.012269938650306749,0.08588957055214724,0.210113525390625,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,harmful,en,0,18,129,0.13953488372093023,0.08527131782945736,0.20155038759689922,7.62939453125e-06,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,harmful,hi,0,10,129,0.07751937984496124,0.03875968992248062,0.12403100775193798,0.001953125,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,harmful,bn,5,14,129,0.06976744186046512,0.007751937984496124,0.13953488372093023,0.063568115234375,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,harmful,ta,3,26,129,0.17829457364341086,0.10077519379844961,0.2558139534883721,1.5236437320709229e-05,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,harmful,te,4,25,129,0.16279069767441862,0.08527131782945736,0.24031007751937986,0.00010371580719947815,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,harmful,kn,7,20,129,0.10077519379844961,0.023255813953488372,0.17829457364341086,0.0191572904586792,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,benign,en,1,2,163,0.006134969325153374,-0.012269938650306749,0.03067484662576687,1.0,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,benign,hi,4,6,163,0.012269938650306749,-0.024539877300613498,0.049079754601226995,0.75390625,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,benign,bn,3,2,163,-0.006134969325153374,-0.03680981595092025,0.018404907975460124,1.0,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,benign,ta,7,8,163,0.006134969325153374,-0.04294478527607362,0.05521472392638037,1.0,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,benign,te,8,5,163,-0.018404907975460124,-0.06134969325153374,0.024539877300613498,0.5810546875,S2_no_langmismatch
C4,eval_metadata,deploy,qwen25-72b-instruct,benign,kn,4,6,162,0.012345679012345678,-0.024691358024691357,0.049689440993788817,0.75390625,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,harmful,en,5,8,129,0.023255813953488372,-0.031007751937984496,0.07751937984496124,0.5810546875,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,harmful,hi,0,9,129,0.06976744186046512,0.031007751937984496,0.11627906976744186,0.00390625,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,harmful,bn,5,14,129,0.06976744186046512,0.007751937984496124,0.13953488372093023,0.063568115234375,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,harmful,ta,7,8,129,0.007751937984496124,-0.05426356589147287,0.06976744186046512,1.0,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,harmful,te,2,15,129,0.10077519379844961,0.046511627906976744,0.16279069767441862,0.002349853515625,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,harmful,kn,4,12,129,0.06201550387596899,0.0,0.12403100775193798,0.076812744140625,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,benign,en,2,0,163,-0.012269938650306749,-0.03067484662576687,0.0,0.5,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,benign,hi,2,10,163,0.049079754601226995,0.012269938650306749,0.09202453987730061,0.03857421875,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,benign,bn,5,8,163,0.018404907975460124,-0.024539877300613498,0.06134969325153374,0.5810546875,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,benign,ta,1,4,163,0.018404907975460124,-0.006134969325153374,0.049079754601226995,0.375,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,benign,te,0,6,163,0.03680981595092025,0.012269938650306749,0.06748466257668712,0.03125,S2_no_langmismatch
C4,eval_metadata,deploy,sarvam-m,benign,kn,2,2,163,0.0,-0.024539877300613498,0.024539877300613498,1.0,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,harmful,en,1,11,129,0.07751937984496124,0.031007751937984496,0.13178294573643412,0.00634765625,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,harmful,hi,3,8,129,0.03875968992248062,-0.007751937984496124,0.08527131782945736,0.2265625,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,harmful,bn,2,12,129,0.07751937984496124,0.023255813953488372,0.13178294573643412,0.012939453125,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,harmful,ta,1,13,129,0.09302325581395349,0.03875968992248062,0.14728682170542637,0.0018310546875,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,harmful,te,2,6,129,0.031007751937984496,-0.007751937984496124,0.07751937984496124,0.2890625,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,harmful,kn,2,4,129,0.015503875968992248,-0.023255813953488372,0.05426356589147287,0.6875,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,benign,en,0,1,163,0.006134969325153374,0.0,0.018404907975460124,1.0,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,benign,hi,0,5,163,0.03067484662576687,0.006134969325153374,0.06134969325153374,0.0625,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,benign,bn,0,2,163,0.012269938650306749,0.0,0.03067484662576687,0.5,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,benign,ta,2,2,163,0.0,-0.024539877300613498,0.024539877300613498,1.0,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,benign,te,0,13,163,0.07975460122699386,0.04294478527607362,0.12269938650306748,0.000244140625,S2_no_langmismatch
C5,eval_log,deploy,gemma3-27b-it,benign,kn,6,20,163,0.08588957055214724,0.024539877300613498,0.147239263803681,0.009355306625366211,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,harmful,en,2,10,129,0.06201550387596899,0.015503875968992248,0.11627906976744186,0.03857421875,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,harmful,hi,4,17,129,0.10077519379844961,0.031007751937984496,0.17054263565891473,0.007197380065917969,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,harmful,bn,2,24,129,0.17054263565891473,0.10077519379844961,0.24050387596898945,1.049041748046875e-05,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,harmful,ta,3,26,129,0.17829457364341086,0.10077519379844961,0.2558139534883721,1.5236437320709229e-05,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,harmful,te,2,25,129,0.17829457364341086,0.10852713178294573,0.24806201550387597,5.647540092468262e-06,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,harmful,kn,1,30,129,0.2248062015503876,0.14728682170542637,0.3023255813953488,2.9802322387695312e-08,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,benign,en,0,0,163,0.0,0.0,0.0,1.0,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,benign,hi,4,6,163,0.012269938650306749,-0.024539877300613498,0.049079754601226995,0.75390625,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,benign,bn,2,4,163,0.012269938650306749,-0.018404907975460124,0.04294478527607362,0.6875,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,benign,ta,4,12,163,0.049079754601226995,0.006134969325153374,0.09815950920245399,0.076812744140625,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,benign,te,1,8,163,0.04294478527607362,0.012269938650306749,0.07975460122699386,0.0390625,S2_no_langmismatch
C5,eval_log,deploy,qwen3-32b,benign,kn,4,11,163,0.04294478527607362,0.0,0.09202453987730061,0.11846923828125,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,harmful,en,0,10,129,0.07751937984496124,0.03875968992248062,0.12403100775193798,0.001953125,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,harmful,hi,3,7,129,0.031007751937984496,-0.015503875968992248,0.07751937984496124,0.34375,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,harmful,bn,5,15,129,0.07751937984496124,0.015503875968992248,0.14728682170542637,0.04138946533203125,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,harmful,ta,7,12,129,0.03875968992248062,-0.023255813953488372,0.10852713178294573,0.359283447265625,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,harmful,te,2,20,129,0.13953488372093023,0.06976744186046512,0.20930232558139536,0.00012111663818359375,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,harmful,kn,10,19,129,0.06976744186046512,-0.015503875968992248,0.14728682170542637,0.13604594767093658,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,benign,en,1,1,163,0.0,-0.018404907975460124,0.018404907975460124,1.0,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,benign,hi,3,6,163,0.018404907975460124,-0.018404907975460124,0.05521472392638037,0.5078125,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,benign,bn,4,4,163,0.0,-0.03680981595092025,0.03067484662576687,1.0,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,benign,ta,7,8,163,0.006134969325153374,-0.03680981595092025,0.05521472392638037,1.0,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,benign,te,8,6,163,-0.012269938650306749,-0.05521472392638037,0.03067484662576687,0.79052734375,S2_no_langmismatch
C5,eval_log,deploy,qwen25-72b-instruct,benign,kn,8,3,162,-0.030864197530864196,-0.06832298136645963,0.006172839506172839,0.2265625,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,harmful,en,2,11,129,0.06976744186046512,0.023255813953488372,0.12403100775193798,0.0224609375,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,harmful,hi,1,14,129,0.10077519379844961,0.046511627906976744,0.15503875968992248,0.0009765625,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,harmful,bn,4,20,129,0.12403100775193798,0.05426356589147287,0.1937984496124031,0.001543879508972168,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,harmful,ta,5,14,129,0.06976744186046512,0.007751937984496124,0.13953488372093023,0.063568115234375,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,harmful,te,4,14,129,0.07751937984496124,0.015503875968992248,0.13953488372093023,0.0308837890625,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,harmful,kn,4,9,129,0.03875968992248062,-0.015503875968992248,0.09302325581395349,0.266845703125,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,benign,en,1,0,163,-0.006134969325153374,-0.018404907975460124,0.0,1.0,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,benign,hi,2,6,163,0.024539877300613498,-0.006134969325153374,0.06134969325153374,0.2890625,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,benign,bn,5,8,163,0.018404907975460124,-0.024539877300613498,0.06134969325153374,0.5810546875,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,benign,ta,2,5,163,0.018404907975460124,-0.012269938650306749,0.049079754601226995,0.453125,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,benign,te,0,4,163,0.024539877300613498,0.006134969325153374,0.049079754601226995,0.125,S2_no_langmismatch
C5,eval_log,deploy,sarvam-m,benign,kn,2,3,163,0.006134969325153374,-0.018404907975460124,0.03067484662576687,1.0,S2_no_langmismatch
